ID_Contrato,Proveedor,Nit,Objeto_Contrato,Vicepresidencia,Fecha_Inicio,Fecha_Fin,Valor_Contrato_USD,Estado_Contrato,Estado_HSE
CON-2026-3866,Catering Energia Colombiana S.A.S.,900.137.903-7,Mantenimiento electrico,VCO - Corporativa,2025-02-16,2026-11-30,550048,Activo,En Alerta
CON-2026-3867,PetroServicios del Caribe S.A.S.,900.844.532-4,Mantenimiento de bombas,VCO - Corporativa,2026-05-13,2026-12-10,1275391,En Liquidación,No Aprobado
CON-2026-3868,Ingenieria Andina de Petroleos S.A.S.,900.850.675-8,Mantenimiento electrico,VTS - Transporte,2025-06-07,2027-10-08,482291,Activo,En Alerta
CON-2026-3869,Proteccion Perimetral Colombiana S.A.S.,900.828.597-9,Ingenieria de campo,VUP - Upstream,2026-01-19,2026-10-26,1396532,En Liquidación,Aprobado
CON-2026-3870,Logistica Petrolera Nacional S.A.S.,900.517.746-5,Inspeccion de ductos,VCO - Corporativa,2026-01-11,2027-12-03,1017713,Suspendido,No Aprobado
CON-2026-3871,Seguridad Industrial Llanos Ltda.,900.782.595-1,Mantenimiento de bombas,VTS - Transporte,2025-07-12,2026-11-24,793663,En Liquidación,En Alerta
CON-2026-3872,Logistica Petrolera Nacional S.A.S.,900.809.925-7,Apoyo logistico,VRE - Refinación,2025-11-28,2027-01-16,891591,Activo,Aprobado
CON-2026-3873,Mantenimiento Tecnico del Magdalena S.A.S.,900.396.329-0,Inspeccion de ductos,VRE - Refinación,2025-06-11,2027-06-24,840669,Activo,Aprobado
CON-2026-3874,Seguridad Industrial Llanos Ltda.,900.201.518-6,Apoyo logistico,VCO - Corporativa,2025-12-27,2026-11-29,1057255,Suspendido,No Aprobado
CON-2026-3875,Transportes Oleoducto S.A.S.,900.259.558-9,Apoyo logistico,VRE - Refinación,2026-03-26,2027-09-14,496674,En Liquidación,Aprobado
CON-2026-3876,Logistica Petrolera Nacional S.A.S.,900.994.915-4,Seguridad perimetral,VCO - Corporativa,2025-06-11,2026-07-25,1491905,En Liquidación,Aprobado
CON-2026-3877,Transportes Oleoducto S.A.S.,900.598.836-6,Apoyo logistico,VCO - Corporativa,2025-05-19,2026-12-19,969398,Activo,Aprobado
CON-2026-3878,Catering Energia Colombiana S.A.S.,900.352.173-6,Transporte de personal,VRE - Refinación,2025-11-23,2027-12-05,697979,Activo,En Alerta
CON-2026-3879,Servicios Integrales de Refinacion S.A.S.,900.528.155-4,Servicios de catering,VCO - Corporativa,2026-06-09,2026-12-09,1420219,Suspendido,Aprobado
CON-2026-3880,Proteccion Perimetral Colombiana S.A.S.,900.121.500-1,Mantenimiento electrico,VTS - Transporte,2025-02-03,2027-01-06,873910,Activo,Aprobado
CON-2026-3881,Proteccion Perimetral Colombiana S.A.S.,900.991.582-3,Suministro de alimentacion,VUP - Upstream,2025-06-08,2026-08-26,955885,Suspendido,No Aprobado
CON-2026-3882,Servicios Integrales de Refinacion S.A.S.,900.393.771-0,Mantenimiento electrico,VUP - Upstream,2025-07-03,2027-04-11,378775,Activo,Aprobado
CON-2026-3883,Logistica Petrolera Nacional S.A.S.,900.678.384-3,Mantenimiento electrico,VUP - Upstream,2025-06-20,2027-11-25,960868,Activo,Aprobado
CON-2026-3884,Servicios Integrales de Refinacion S.A.S.,900.667.169-3,Monitoreo HSE,VRE - Refinación,2025-12-07,2027-10-07,520498,Suspendido,Aprobado
CON-2026-3885,Mantenimiento Tecnico del Magdalena S.A.S.,900.977.671-8,Servicios de catering,VTS - Transporte,2026-01-01,2027-06-06,830748,Activo,Aprobado
CON-2026-3886,Transportes Oleoducto S.A.S.,900.130.551-0,Mantenimiento electrico,VTS - Transporte,2026-05-25,2026-07-09,813720,Activo,Aprobado
CON-2026-3887,PetroServicios del Caribe S.A.S.,900.675.508-8,Apoyo logistico,VTS - Transporte,2025-10-24,2026-10-03,315724,Suspendido,Aprobado
CON-2026-3888,Proteccion Perimetral Colombiana S.A.S.,900.696.957-8,Ingenieria de campo,VCO - Corporativa,2025-06-27,2027-05-22,1227165,En Liquidación,Aprobado
CON-2026-3889,Logistica Petrolera Nacional S.A.S.,900.352.421-6,Mantenimiento de bombas,VRE - Refinación,2026-01-28,2027-01-08,751971,Activo,Aprobado
CON-2026-3890,Transportes Oleoducto S.A.S.,900.594.919-9,Apoyo logistico,VTS - Transporte,2025-03-19,2027-01-22,1045354,En Liquidación,Aprobado
CON-2026-3891,Transportes Oleoducto S.A.S.,900.955.276-7,Transporte de personal,VTS - Transporte,2025-09-15,2027-06-08,1161407,Suspendido,No Aprobado
CON-2026-3892,Proteccion Perimetral Colombiana S.A.S.,900.604.533-2,Suministro de alimentacion,VUP - Upstream,2025-10-03,2027-08-31,237023,Activo,Aprobado
CON-2026-3893,Transportes Oleoducto S.A.S.,900.427.252-6,Mantenimiento electrico,VUP - Upstream,2025-06-04,2026-11-22,317400,Activo,Aprobado
CON-2026-3894,Mantenimiento Tecnico del Magdalena S.A.S.,900.140.859-8,Suministro de alimentacion,VRE - Refinación,2025-04-20,2027-04-03,1157349,En Liquidación,En Alerta
CON-2026-3895,Mantenimiento Tecnico del Magdalena S.A.S.,900.174.730-8,Monitoreo HSE,VTS - Transporte,2025-02-14,2027-03-15,566441,En Liquidación,Aprobado
CON-2026-3896,Catering Energia Colombiana S.A.S.,900.667.782-1,Seguridad perimetral,VCO - Corporativa,2026-06-12,2026-10-21,1072431,Activo,En Alerta
CON-2026-3897,PetroServicios del Caribe S.A.S.,900.845.114-8,Mantenimiento de bombas,VTS - Transporte,2026-06-12,2026-07-13,741431,En Liquidación,Aprobado
CON-2026-3898,Operaciones Industriales Orion S.A.S.,900.223.374-0,Transporte de personal,VUP - Upstream,2025-10-17,2026-07-26,762856,Suspendido,No Aprobado
CON-2026-3899,PetroServicios del Caribe S.A.S.,900.447.485-3,Mantenimiento electrico,VCO - Corporativa,2025-02-08,2027-01-05,271587,Suspendido,Aprobado
CON-2026-3900,Transportes Oleoducto S.A.S.,900.520.818-6,Ingenieria de campo,VTS - Transporte,2026-03-05,2026-07-23,337512,En Liquidación,No Aprobado
CON-2026-3901,Catering Energia Colombiana S.A.S.,900.540.558-6,Inspeccion de ductos,VUP - Upstream,2026-06-02,2026-10-26,362543,Suspendido,Aprobado
CON-2026-3902,Servicios Integrales de Refinacion S.A.S.,900.679.636-3,Servicios de catering,VUP - Upstream,2025-02-22,2027-10-12,610938,En Liquidación,En Alerta
CON-2026-3903,Catering Energia Colombiana S.A.S.,900.698.806-5,Ingenieria de campo,VRE - Refinación,2025-06-26,2027-08-03,59436,Activo,En Alerta
CON-2026-3904,Transportes Oleoducto S.A.S.,900.841.963-4,Servicios de catering,VTS - Transporte,2026-03-04,2027-06-28,1089005,Suspendido,No Aprobado
CON-2026-3905,Logistica Petrolera Nacional S.A.S.,900.500.462-7,Monitoreo HSE,VRE - Refinación,2025-08-05,2026-07-24,648547,En Liquidación,En Alerta
CON-2026-3906,Catering Energia Colombiana S.A.S.,900.340.613-9,Servicios de catering,VTS - Transporte,2025-04-13,2027-08-12,617636,Suspendido,Aprobado
CON-2026-3907,Ingenieria Andina de Petroleos S.A.S.,900.996.841-9,Mantenimiento electrico,VUP - Upstream,2025-05-14,2026-11-08,524186,Activo,Aprobado
CON-2026-3908,Catering Energia Colombiana S.A.S.,900.844.665-7,Servicios de catering,VTS - Transporte,2025-04-07,2027-01-07,916586,Activo,No Aprobado
CON-2026-3909,Proteccion Perimetral Colombiana S.A.S.,900.472.934-5,Apoyo logistico,VTS - Transporte,2025-11-25,2027-08-11,298659,Activo,Aprobado
CON-2026-3910,Servicios Integrales de Refinacion S.A.S.,900.975.616-3,Ingenieria de campo,VUP - Upstream,2025-11-16,2026-08-07,1136488,Activo,Aprobado
CON-2026-3911,Catering Energia Colombiana S.A.S.,900.960.244-7,Monitoreo HSE,VTS - Transporte,2026-06-07,2026-11-05,1286294,Activo,Aprobado
CON-2026-3912,Logistica Petrolera Nacional S.A.S.,900.481.490-9,Transporte de personal,VUP - Upstream,2026-01-15,2027-08-29,347945,Activo,Aprobado
CON-2026-3913,Seguridad Industrial Llanos Ltda.,900.524.651-3,Suministro de alimentacion,VUP - Upstream,2026-04-27,2027-06-14,533804,Suspendido,No Aprobado
CON-2026-3914,Proteccion Perimetral Colombiana S.A.S.,900.820.870-5,Mantenimiento electrico,VCO - Corporativa,2025-02-03,2026-12-12,331440,Suspendido,No Aprobado
CON-2026-3915,Mantenimiento Tecnico del Magdalena S.A.S.,900.182.794-0,Servicios de catering,VUP - Upstream,2025-10-31,2027-07-07,87182,Suspendido,Aprobado
CON-2026-3916,Proteccion Perimetral Colombiana S.A.S.,900.393.373-7,Transporte de personal,VTS - Transporte,2025-08-07,2027-04-11,250241,Activo,Aprobado
CON-2026-3917,Seguridad Industrial Llanos Ltda.,900.736.174-0,Transporte de personal,VUP - Upstream,2025-09-02,2026-11-04,1158529,Suspendido,No Aprobado
CON-2026-3918,Logistica Petrolera Nacional S.A.S.,900.579.977-9,Mantenimiento de bombas,VCO - Corporativa,2026-03-09,2027-11-11,588983,Activo,Aprobado
CON-2026-3919,Ingenieria Andina de Petroleos S.A.S.,900.869.152-1,Suministro de alimentacion,VRE - Refinación,2025-10-30,2026-07-02,1206168,Activo,Aprobado
CON-2026-3920,Mantenimiento Tecnico del Magdalena S.A.S.,900.966.671-2,Servicios de catering,VRE - Refinación,2025-03-28,2027-10-01,1033093,Activo,Aprobado
CON-2026-3921,Servicios Integrales de Refinacion S.A.S.,900.759.327-3,Inspeccion de ductos,VUP - Upstream,2025-05-17,2027-05-29,494057,En Liquidación,En Alerta
CON-2026-3922,Ingenieria Andina de Petroleos S.A.S.,900.237.370-2,Mantenimiento electrico,VCO - Corporativa,2026-05-04,2027-10-05,430545,Activo,No Aprobado
CON-2026-3923,Mantenimiento Tecnico del Magdalena S.A.S.,900.790.447-0,Seguridad perimetral,VRE - Refinación,2026-06-18,2027-12-21,771996,Activo,Aprobado
CON-2026-3924,Catering Energia Colombiana S.A.S.,900.638.416-6,Mantenimiento de bombas,VUP - Upstream,2026-01-23,2027-01-11,1164101,Activo,Aprobado
CON-2026-3925,Operaciones Industriales Orion S.A.S.,900.600.655-8,Inspeccion de ductos,VUP - Upstream,2025-01-17,2027-04-19,1019138,Activo,En Alerta
CON-2026-3926,Proteccion Perimetral Colombiana S.A.S.,900.890.673-3,Mantenimiento electrico,VTS - Transporte,2026-04-03,2027-10-30,167393,Activo,Aprobado
CON-2026-3927,Seguridad Industrial Llanos Ltda.,900.798.703-2,Monitoreo HSE,VTS - Transporte,2025-09-05,2026-11-11,1403111,Suspendido,Aprobado
CON-2026-3928,Servicios Integrales de Refinacion S.A.S.,900.417.517-1,Servicios de catering,VCO - Corporativa,2025-10-24,2027-08-26,983453,Activo,Aprobado
CON-2026-3929,Transportes Oleoducto S.A.S.,900.632.879-9,Monitoreo HSE,VCO - Corporativa,2025-08-09,2027-08-29,214476,Activo,Aprobado
CON-2026-3930,Catering Energia Colombiana S.A.S.,900.898.752-5,Ingenieria de campo,VUP - Upstream,2025-03-08,2026-10-26,1224982,Suspendido,No Aprobado
CON-2026-3931,Seguridad Industrial Llanos Ltda.,900.747.440-0,Suministro de alimentacion,VTS - Transporte,2026-04-17,2027-02-04,1086683,Activo,Aprobado
CON-2026-3932,Logistica Petrolera Nacional S.A.S.,900.790.301-8,Ingenieria de campo,VCO - Corporativa,2025-12-28,2027-04-26,1230119,Activo,Aprobado
CON-2026-3933,Proteccion Perimetral Colombiana S.A.S.,900.187.824-7,Monitoreo HSE,VUP - Upstream,2025-05-19,2026-07-21,142258,Suspendido,En Alerta
CON-2026-3934,PetroServicios del Caribe S.A.S.,900.907.130-1,Inspeccion de ductos,VUP - Upstream,2026-06-01,2027-08-22,1450488,Activo,Aprobado
CON-2026-3935,Ingenieria Andina de Petroleos S.A.S.,900.427.187-5,Apoyo logistico,VTS - Transporte,2025-12-15,2026-10-19,581330,Activo,Aprobado
CON-2026-3936,Proteccion Perimetral Colombiana S.A.S.,900.816.507-7,Suministro de alimentacion,VRE - Refinación,2026-06-08,2026-07-09,53281,Suspendido,En Alerta
CON-2026-3937,Servicios Integrales de Refinacion S.A.S.,900.627.811-7,Seguridad perimetral,VTS - Transporte,2025-06-10,2026-12-26,1064540,En Liquidación,Aprobado
CON-2026-3938,Proteccion Perimetral Colombiana S.A.S.,900.503.533-5,Seguridad perimetral,VTS - Transporte,2026-06-13,2027-01-20,144107,Suspendido,No Aprobado
CON-2026-3939,Proteccion Perimetral Colombiana S.A.S.,900.575.259-5,Suministro de alimentacion,VUP - Upstream,2025-08-11,2027-03-20,481325,Suspendido,Aprobado
CON-2026-3940,Seguridad Industrial Llanos Ltda.,900.542.574-5,Apoyo logistico,VCO - Corporativa,2026-05-25,2027-09-28,496013,En Liquidación,Aprobado
CON-2026-3941,Ingenieria Andina de Petroleos S.A.S.,900.497.918-5,Monitoreo HSE,VCO - Corporativa,2025-11-27,2026-08-19,483726,Activo,En Alerta
CON-2026-3942,Proteccion Perimetral Colombiana S.A.S.,900.548.713-1,Inspeccion de ductos,VRE - Refinación,2026-04-27,2027-11-01,207312,En Liquidación,Aprobado
CON-2026-3943,Ingenieria Andina de Petroleos S.A.S.,900.988.622-0,Servicios de catering,VRE - Refinación,2025-02-06,2027-11-05,604068,Activo,Aprobado
CON-2026-3944,Logistica Petrolera Nacional S.A.S.,900.718.881-7,Inspeccion de ductos,VCO - Corporativa,2025-06-05,2026-10-01,1013564,Suspendido,Aprobado
CON-2026-3945,Catering Energia Colombiana S.A.S.,900.886.335-5,Servicios de catering,VCO - Corporativa,2026-05-28,2027-03-08,155733,Activo,No Aprobado
CON-2026-3946,Seguridad Industrial Llanos Ltda.,900.496.967-9,Mantenimiento electrico,VUP - Upstream,2026-01-07,2027-05-30,1165724,Activo,Aprobado
CON-2026-3947,Logistica Petrolera Nacional S.A.S.,900.601.311-5,Mantenimiento de bombas,VCO - Corporativa,2025-04-06,2026-08-26,1436608,Activo,En Alerta
CON-2026-3948,Seguridad Industrial Llanos Ltda.,900.768.709-4,Apoyo logistico,VCO - Corporativa,2025-10-02,2027-08-30,1472768,Activo,Aprobado
CON-2026-3949,Transportes Oleoducto S.A.S.,900.366.724-9,Transporte de personal,VCO - Corporativa,2025-08-31,2026-10-18,1251900,Suspendido,Aprobado
CON-2026-3950,Mantenimiento Tecnico del Magdalena S.A.S.,900.441.503-4,Inspeccion de ductos,VUP - Upstream,2025-02-09,2027-05-23,183448,Activo,En Alerta
CON-2026-3951,Logistica Petrolera Nacional S.A.S.,900.510.322-0,Mantenimiento de bombas,VCO - Corporativa,2025-07-25,2027-08-04,354282,Activo,En Alerta
CON-2026-3952,PetroServicios del Caribe S.A.S.,900.467.795-1,Servicios de catering,VTS - Transporte,2025-02-27,2027-09-30,1120423,En Liquidación,Aprobado
CON-2026-3953,PetroServicios del Caribe S.A.S.,900.992.407-8,Suministro de alimentacion,VRE - Refinación,2025-07-29,2027-07-08,459807,Activo,En Alerta
CON-2026-3954,Seguridad Industrial Llanos Ltda.,900.718.525-5,Seguridad perimetral,VCO - Corporativa,2025-06-17,2027-05-21,1267910,Suspendido,Aprobado
CON-2026-3955,Mantenimiento Tecnico del Magdalena S.A.S.,900.580.813-0,Mantenimiento electrico,VTS - Transporte,2025-11-02,2027-12-12,1293033,En Liquidación,Aprobado
CON-2026-3956,Mantenimiento Tecnico del Magdalena S.A.S.,900.191.286-9,Ingenieria de campo,VCO - Corporativa,2025-04-09,2027-05-30,663293,Activo,En Alerta
CON-2026-3957,Mantenimiento Tecnico del Magdalena S.A.S.,900.109.150-2,Ingenieria de campo,VUP - Upstream,2025-08-11,2026-10-16,494899,En Liquidación,Aprobado
CON-2026-3958,Mantenimiento Tecnico del Magdalena S.A.S.,900.934.368-6,Mantenimiento de bombas,VUP - Upstream,2025-03-07,2027-03-13,961335,Suspendido,Aprobado
CON-2026-3959,Catering Energia Colombiana S.A.S.,900.177.468-7,Apoyo logistico,VRE - Refinación,2025-05-19,2026-09-08,1153732,En Liquidación,En Alerta
CON-2026-3960,Servicios Integrales de Refinacion S.A.S.,900.164.839-9,Mantenimiento electrico,VCO - Corporativa,2025-03-29,2027-10-28,963798,Activo,En Alerta
CON-2026-3961,Servicios Integrales de Refinacion S.A.S.,900.671.714-2,Seguridad perimetral,VUP - Upstream,2026-01-13,2027-07-06,321887,En Liquidación,No Aprobado
CON-2026-3962,Mantenimiento Tecnico del Magdalena S.A.S.,900.784.126-6,Transporte de personal,VRE - Refinación,2025-06-04,2026-11-29,1197012,En Liquidación,Aprobado
CON-2026-3963,Proteccion Perimetral Colombiana S.A.S.,900.328.916-3,Mantenimiento electrico,VUP - Upstream,2026-03-26,2027-12-22,1334434,En Liquidación,En Alerta
CON-2026-3964,Seguridad Industrial Llanos Ltda.,900.459.922-9,Servicios de catering,VTS - Transporte,2026-05-12,2026-12-08,910961,Activo,Aprobado
CON-2026-3965,Mantenimiento Tecnico del Magdalena S.A.S.,900.372.522-4,Mantenimiento electrico,VTS - Transporte,2025-02-04,2027-10-09,1485392,Activo,Aprobado
CON-2026-3966,Transportes Oleoducto S.A.S.,900.876.110-1,Monitoreo HSE,VTS - Transporte,2025-02-20,2027-12-21,1195738,Activo,Aprobado
CON-2026-3967,Servicios Integrales de Refinacion S.A.S.,900.512.857-4,Mantenimiento electrico,VRE - Refinación,2025-12-13,2026-10-22,1414218,Activo,Aprobado
CON-2026-3968,Transportes Oleoducto S.A.S.,900.101.675-8,Servicios de catering,VCO - Corporativa,2026-05-19,2027-03-24,581918,Activo,Aprobado
CON-2026-3969,Seguridad Industrial Llanos Ltda.,900.557.644-8,Servicios de catering,VCO - Corporativa,2025-07-18,2027-07-29,1379594,Activo,Aprobado
CON-2026-3970,Seguridad Industrial Llanos Ltda.,900.324.339-4,Apoyo logistico,VCO - Corporativa,2025-10-11,2027-08-23,529976,Activo,En Alerta
CON-2026-3971,Ingenieria Andina de Petroleos S.A.S.,900.259.912-6,Seguridad perimetral,VRE - Refinación,2025-03-18,2027-06-19,51087,Activo,Aprobado
CON-2026-3972,Seguridad Industrial Llanos Ltda.,900.662.754-7,Transporte de personal,VTS - Transporte,2025-11-17,2026-08-21,727657,Activo,Aprobado
CON-2026-3973,Servicios Integrales de Refinacion S.A.S.,900.748.103-4,Apoyo logistico,VUP - Upstream,2026-03-03,2026-07-28,1359280,Suspendido,No Aprobado
CON-2026-3974,Proteccion Perimetral Colombiana S.A.S.,900.537.267-9,Suministro de alimentacion,VTS - Transporte,2025-12-30,2027-11-11,995599,Activo,No Aprobado
CON-2026-3975,Logistica Petrolera Nacional S.A.S.,900.116.685-8,Mantenimiento electrico,VRE - Refinación,2025-04-06,2027-09-23,675032,Activo,No Aprobado
CON-2026-3976,Logistica Petrolera Nacional S.A.S.,900.546.473-3,Ingenieria de campo,VCO - Corporativa,2026-06-26,2027-12-22,784159,Activo,En Alerta
CON-2026-3977,Operaciones Industriales Orion S.A.S.,900.865.709-5,Mantenimiento electrico,VCO - Corporativa,2025-04-30,2027-03-08,287463,Activo,En Alerta
CON-2026-3978,Catering Energia Colombiana S.A.S.,900.368.370-9,Servicios de catering,VRE - Refinación,2026-03-22,2027-03-06,1233815,En Liquidación,Aprobado
CON-2026-3979,Catering Energia Colombiana S.A.S.,900.588.588-7,Inspeccion de ductos,VUP - Upstream,2026-03-26,2026-12-09,216427,Activo,Aprobado
CON-2026-3980,Operaciones Industriales Orion S.A.S.,900.566.555-5,Servicios de catering,VRE - Refinación,2025-03-25,2027-12-14,1033721,Activo,Aprobado
CON-2026-3981,Operaciones Industriales Orion S.A.S.,900.968.326-2,Seguridad perimetral,VRE - Refinación,2025-01-30,2026-08-31,728821,Activo,Aprobado
CON-2026-3982,Servicios Integrales de Refinacion S.A.S.,900.857.216-7,Transporte de personal,VCO - Corporativa,2025-11-26,2027-07-09,646393,Activo,Aprobado
CON-2026-3983,Transportes Oleoducto S.A.S.,900.685.329-4,Inspeccion de ductos,VUP - Upstream,2025-10-25,2027-08-23,313580,Activo,En Alerta
CON-2026-3984,Ingenieria Andina de Petroleos S.A.S.,900.292.724-3,Transporte de personal,VRE - Refinación,2026-02-21,2027-06-10,546491,Suspendido,En Alerta
CON-2026-3985,Seguridad Industrial Llanos Ltda.,900.997.830-5,Ingenieria de campo,VCO - Corporativa,2025-11-18,2026-07-21,1246051,Activo,En Alerta
CON-2026-3986,Operaciones Industriales Orion S.A.S.,900.290.847-1,Ingenieria de campo,VCO - Corporativa,2025-01-01,2027-12-20,1077786,Activo,En Alerta
CON-2026-3987,Servicios Integrales de Refinacion S.A.S.,900.748.581-8,Monitoreo HSE,VUP - Upstream,2026-05-03,2027-01-11,1025321,Activo,En Alerta
CON-2026-3988,Mantenimiento Tecnico del Magdalena S.A.S.,900.566.324-9,Monitoreo HSE,VUP - Upstream,2026-03-24,2027-07-30,913848,Suspendido,No Aprobado
CON-2026-3989,Proteccion Perimetral Colombiana S.A.S.,900.610.615-5,Mantenimiento electrico,VRE - Refinación,2025-02-26,2027-04-26,631836,Activo,Aprobado
CON-2026-3990,Ingenieria Andina de Petroleos S.A.S.,900.715.509-2,Ingenieria de campo,VRE - Refinación,2025-03-25,2026-07-18,975773,Suspendido,No Aprobado
CON-2026-3991,Ingenieria Andina de Petroleos S.A.S.,900.514.464-2,Apoyo logistico,VUP - Upstream,2025-12-20,2027-04-23,859104,Activo,En Alerta
CON-2026-3992,Catering Energia Colombiana S.A.S.,900.786.180-5,Servicios de catering,VCO - Corporativa,2025-05-04,2026-09-08,1012200,Activo,Aprobado
CON-2026-3993,Operaciones Industriales Orion S.A.S.,900.960.889-7,Seguridad perimetral,VTS - Transporte,2025-11-20,2026-10-01,1287970,Activo,Aprobado
CON-2026-3994,Mantenimiento Tecnico del Magdalena S.A.S.,900.786.135-8,Monitoreo HSE,VTS - Transporte,2025-01-08,2027-11-19,740656,En Liquidación,En Alerta
CON-2026-3995,Operaciones Industriales Orion S.A.S.,900.925.102-5,Transporte de personal,VCO - Corporativa,2025-12-13,2027-11-01,347659,En Liquidación,En Alerta
CON-2026-3996,Proteccion Perimetral Colombiana S.A.S.,900.479.134-7,Mantenimiento de bombas,VTS - Transporte,2025-03-26,2027-01-11,145298,Activo,Aprobado
CON-2026-3997,Ingenieria Andina de Petroleos S.A.S.,900.166.898-2,Monitoreo HSE,VRE - Refinación,2025-11-22,2027-08-02,1198210,Activo,Aprobado
CON-2026-3998,PetroServicios del Caribe S.A.S.,900.947.287-7,Monitoreo HSE,VTS - Transporte,2025-08-18,2027-10-04,1243619,Activo,Aprobado
CON-2026-3999,Catering Energia Colombiana S.A.S.,900.842.687-2,Inspeccion de ductos,VRE - Refinación,2025-08-17,2027-10-28,266897,Suspendido,No Aprobado
CON-2026-4000,Logistica Petrolera Nacional S.A.S.,900.805.296-9,Mantenimiento de bombas,VTS - Transporte,2026-06-28,2027-02-06,119917,Activo,Aprobado
CON-2026-4001,Operaciones Industriales Orion S.A.S.,900.309.981-6,Monitoreo HSE,VRE - Refinación,2026-03-10,2027-09-27,389493,Activo,Aprobado
CON-2026-4002,Servicios Integrales de Refinacion S.A.S.,900.782.523-0,Servicios de catering,VCO - Corporativa,2026-05-08,2027-07-16,783785,Activo,Aprobado
CON-2026-4003,Seguridad Industrial Llanos Ltda.,900.852.871-5,Inspeccion de ductos,VRE - Refinación,2025-01-04,2027-05-23,1389669,Activo,Aprobado
CON-2026-4004,Ingenieria Andina de Petroleos S.A.S.,900.462.112-4,Mantenimiento de bombas,VUP - Upstream,2025-12-03,2027-12-28,1415217,En Liquidación,Aprobado
CON-2026-4005,Transportes Oleoducto S.A.S.,900.126.743-8,Mantenimiento electrico,VTS - Transporte,2026-06-26,2027-10-02,367191,Activo,Aprobado
CON-2026-4006,Catering Energia Colombiana S.A.S.,900.874.468-7,Seguridad perimetral,VRE - Refinación,2026-06-24,2026-07-22,370688,Activo,Aprobado
CON-2026-4007,Catering Energia Colombiana S.A.S.,900.187.478-0,Apoyo logistico,VTS - Transporte,2025-09-08,2026-10-28,901584,Activo,Aprobado
CON-2026-4008,Transportes Oleoducto S.A.S.,900.538.884-1,Suministro de alimentacion,VTS - Transporte,2026-01-11,2027-07-27,965880,Activo,Aprobado
CON-2026-4009,PetroServicios del Caribe S.A.S.,900.821.382-7,Mantenimiento electrico,VRE - Refinación,2025-02-13,2026-08-12,704079,Activo,Aprobado
CON-2026-4010,Operaciones Industriales Orion S.A.S.,900.701.241-2,Apoyo logistico,VRE - Refinación,2026-02-20,2026-08-08,1414863,Activo,Aprobado
CON-2026-4011,Catering Energia Colombiana S.A.S.,900.738.347-5,Servicios de catering,VTS - Transporte,2026-06-03,2026-08-11,1471336,Activo,Aprobado
CON-2026-4012,Seguridad Industrial Llanos Ltda.,900.675.322-6,Inspeccion de ductos,VCO - Corporativa,2025-05-24,2026-12-16,688375,Activo,Aprobado
CON-2026-4013,Transportes Oleoducto S.A.S.,900.596.139-8,Transporte de personal,VUP - Upstream,2025-12-24,2026-09-05,672407,Activo,En Alerta
CON-2026-4014,Proteccion Perimetral Colombiana S.A.S.,900.745.949-6,Servicios de catering,VUP - Upstream,2025-02-06,2026-08-11,123119,Suspendido,No Aprobado
CON-2026-4015,Operaciones Industriales Orion S.A.S.,900.118.379-8,Monitoreo HSE,VCO - Corporativa,2026-05-23,2026-12-17,713072,Activo,Aprobado
CON-2026-4016,Proteccion Perimetral Colombiana S.A.S.,900.485.212-7,Mantenimiento de bombas,VCO - Corporativa,2025-08-04,2026-09-14,1093996,Activo,Aprobado
CON-2026-4017,Operaciones Industriales Orion S.A.S.,900.218.507-6,Monitoreo HSE,VRE - Refinación,2025-08-17,2026-07-19,531973,En Liquidación,No Aprobado
CON-2026-4018,Transportes Oleoducto S.A.S.,900.795.284-8,Suministro de alimentacion,VTS - Transporte,2025-02-25,2026-10-12,849061,Suspendido,No Aprobado
CON-2026-4019,Logistica Petrolera Nacional S.A.S.,900.494.257-5,Apoyo logistico,VUP - Upstream,2025-04-25,2026-12-06,782285,Activo,Aprobado
CON-2026-4020,Mantenimiento Tecnico del Magdalena S.A.S.,900.512.707-8,Apoyo logistico,VCO - Corporativa,2025-06-26,2026-12-13,1274743,Activo,Aprobado
CON-2026-4021,Proteccion Perimetral Colombiana S.A.S.,900.416.600-4,Mantenimiento electrico,VRE - Refinación,2025-03-03,2027-11-30,1343723,Activo,Aprobado
CON-2026-4022,Seguridad Industrial Llanos Ltda.,900.767.325-1,Mantenimiento electrico,VCO - Corporativa,2025-04-07,2027-09-08,127223,En Liquidación,Aprobado
CON-2026-4023,Transportes Oleoducto S.A.S.,900.371.954-4,Apoyo logistico,VRE - Refinación,2026-03-04,2027-06-06,127367,Suspendido,Aprobado
CON-2026-4024,Transportes Oleoducto S.A.S.,900.478.289-6,Inspeccion de ductos,VTS - Transporte,2025-12-20,2027-11-25,1377229,En Liquidación,Aprobado
CON-2026-4025,Logistica Petrolera Nacional S.A.S.,900.856.710-4,Mantenimiento electrico,VTS - Transporte,2025-03-30,2026-10-26,509684,Activo,No Aprobado
CON-2026-4026,Catering Energia Colombiana S.A.S.,900.709.618-7,Servicios de catering,VUP - Upstream,2025-01-22,2027-01-10,1198360,Suspendido,En Alerta
CON-2026-4027,Proteccion Perimetral Colombiana S.A.S.,900.501.433-2,Inspeccion de ductos,VUP - Upstream,2026-05-02,2027-08-31,55097,En Liquidación,Aprobado
CON-2026-4028,Transportes Oleoducto S.A.S.,900.418.547-4,Inspeccion de ductos,VRE - Refinación,2025-06-24,2027-09-19,309992,En Liquidación,Aprobado
